Indicator;SeriesID;SeriesDescription;GeoAreaCode;GeoAreaName;TimePeriod;Total;Time_Detail;Source;FootNote;Nature;Units;Reporting Type;SeriesCode
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);152;Chile;2019;3,3;2019;Undersecretary of Tourism, via cooperation UNWTO - OECD.;Provisional value.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2008;2,6;2008;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2009;2,5;2009;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2010;2,4;2010;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2011;2,2;2011;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2012;2,1;2012;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2013;2,1;2013;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2014;2,1;2014;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2015;1,9;2015;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2016;2,1;2016;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2017;2,1;2017;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2018;2,6;2018;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2019;2,8;2019;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);170;Colombia;2020;1,0;2020;National Administrative Department of Statistics (DANE), Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);188;Costa Rica;2012;0,0;2012;Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);188;Costa Rica;2013;0,0;2013;Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);188;Costa Rica;2014;0,0;2014;Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);188;Costa Rica;2015;0,0;2015;Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);188;Costa Rica;2016;0,0;2016;Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);188;Costa Rica;2017;0,0;2017;Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);188;Costa Rica;2018;0,0;2018;Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);188;Costa Rica;2019;0,0;2019;Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2012;2,4;2012;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2013;3,6;2013;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2014;4,8;2014;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2015;5,2;2015;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2016;5,5;2016;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2017;5,9;2017;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2018;6,3;2018;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2019;7,3;2019;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);384;Cote DÔIvoire;2020;1,5;2020;DPAP/Ministäre du tourisme et des Loisirs (MINTOUR);Tourism GDP as % of total GDP has been calculated according the System of National Accounts (SNA). Estimated value;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);191;Croatia;2011;10,3;2011;Institute for Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);191;Croatia;2016;11,4;2016;Institute for Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2008;2,6;2008;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2009;2,6;2009;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2010;2,5;2010;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2011;2,5;2011;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2012;2,7;2012;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2013;2,8;2013;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2014;2,7;2014;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2015;2,7;2015;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2016;2,9;2016;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2017;2,9;2017;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2018;2,9;2018;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2019;2,9;2019;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);203;Czech Republic (Czechia);2020;1,5;2020;Czech Statistical Office, Tourism Satellite Account, via cooperation UNWTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2008;1,7;2008;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2010;2,0;2010;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2011;1,5;2011;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2012;1,5;2012;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2013;1,7;2013;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2014;1,9;2014;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2015;1,9;2015;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2016;1,9;2016;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2017;2,3;2017;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2018;2,3;2018;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2019;2,5;2019;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);208;Denmark;2020;1,6;2020;VisitDenmark, CRT (LINE-model), via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);218;Ecuador;2008;1,8;2008;Ministry of Tourism;"Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise";C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);218;Ecuador;2009;1,7;2009;Ministry of Tourism;"Serie 2008-2016  Source: Tourism Satellite Account - Ministry of Tourism
Serie 2017-2020  Source: Ministry of Tourism (estimate data)
Serie 2017-2020: Estimation methology. On the basis of published data in the System of National Account, the economic industries linked to the sector are selected for each year (constant value). From GVA industry is identified the tourism proportion obtained in the TSA exercise. For each year, the tourism GVA by industry is obtained using the proportion obtained in the 2016 TSA. GVA by tourism industries is added to obtain the Tourism  Direct GVA, for each year. For Tourism Direct GDP, the estimates values of additional components are added, using the structure obtained in the 2016 TSA exercise";C;PERCENT;G;ST_GDP_ZS
